buoy_day_ID,buoy,day,latitude,longitude,zon_winds,mer_winds,humidity,airtemp,s_s_temp,text
356,29,1,-1.99,-179.87,-2.8,-1,88.3,27.61,29.09,sea salt
357,29,2,-1.99,-179.86,-4.2,-2.5,87.9,28.04,28.99,sea salt
358,29,3,-1.99,-179.86,-3.1,-2.9,87.1,28.39,29.32,sea salt
359,29,4,-1.98,-179.85,-3,0.9,84.6,28.59,29.34,sea salt
360,29,5,-1.98,-179.85,-2.6,-2.2,86.2,28.35,29.58,sea salt
361,29,6,-1.99,-179.85,-2.8,-2.2,87.9,27.26,29.38,sea salt
362,29,7,-1.99,-179.85,-2.9,-1.6,83.7,28.59,29.54,sea salt
363,29,8,-1.99,-179.85,-4.2,-1.1,83.7,28.74,29.6,sea salt
364,29,9,-1.99,-179.85,-2.2,-2.3,82.9,28.66,29.6,sea salt
365,29,10,-1.99,-179.85,-4.7,-1.7,83.3,28.55,29.57,sea salt
366,29,11,-1.98,-179.85,-2.8,-2,82.1,28.86,29.69,sea salt
367,29,12,-1.99,-179.85,-3.2,-4.1,87.1,27.8,29.57,sea salt
368,29,13,-1.99,-179.84,-6.6,-2.9,81.6,29.09,29.53,sea salt
369,29,14,-1.99,-179.84,-6.6,-2.9,81.6,29.09,29.53,sea salt
370,30,1,-5.02,-179.96,,,,,29.34,sea salt
371,30,2,-5.03,-179.96,,,,,29.26,sea salt
372,30,3,-5.03,-179.95,,,,,29.45,sea salt
373,30,4,-5.03,-179.97,,,,,29.44,sea salt
374,30,5,-5.02,-179.96,,,,,29.35,sea salt
375,30,6,-5.02,-179.96,,,,,29.44,sea salt
376,30,7,-5.02,-179.96,,,,,29.25,sea salt
377,30,8,-5.02,-179.96,,,,,29.26,sea salt
378,30,9,-5.02,-179.96,-3.9,0,,,29.34,sea salt
379,30,10,-5.02,-179.96,-2,0.8,,,29.57,sea salt
380,30,11,-5.02,-179.96,-3.2,-0.3,,,29.61,sea salt
381,30,12,-5.02,-179.96,-1.3,-1.3,,,29.58,sea salt
382,30,13,-5.03,-179.96,-4.4,-3.2,,,29.59,sea salt
383,30,14,-5.03,-179.96,-6.6,-3,,,29.47,sea salt
384,31,1,-7.97,-179.86,-1.8,-1.1,,,29.53,sea salt
385,31,2,-7.97,-179.87,-3,1.1,,,29.6,sea salt
386,31,3,-7.97,-179.87,-6.5,-0.2,,,29.4,sea salt
387,31,4,-7.97,-179.87,-5.6,2.1,,,29.35,sea salt
388,31,5,-7.97,-179.86,-4.6,2.1,,,29.33,sea salt
389,31,6,-7.97,-179.87,-4.3,1.5,,,29.3,sea salt
390,31,7,-7.97,-179.87,-3.4,1.1,,,29.23,sea salt
391,31,8,-7.97,-179.86,-3.4,0.1,,,29.24,sea salt
392,31,9,-7.97,-179.86,-5.5,1.7,,,29.19,sea salt
393,31,10,-7.97,-179.86,-4.7,0.3,,,29.26,sea salt
394,31,11,-7.97,-179.87,-5.7,-0.9,,,29.18,sea salt
395,31,12,-7.98,-179.86,-5.8,-1.5,,,29.11,sea salt
396,31,13,-7.97,-179.87,-6,-1.8,,,29.12,sea salt
397,31,14,-7.97,-179.87,-6.8,-1.9,,,,sea salt
398,32,1,8.01,-170.06,-7.4,-5,82.6,27.96,28.22,sea salt
399,32,2,8.01,-170.06,-7.5,-5.6,82,28,28.2,sea salt
400,32,3,8.01,-170.06,-7.3,-5.7,84.7,27.93,28.19,sea salt
401,32,4,8.01,-170.06,-7.4,-4.8,84,27.96,28.25,sea salt
402,32,5,8.01,-170.06,-6.1,-5.7,82.3,27.93,28.26,sea salt
403,32,6,8,-170.06,-6.2,-5,84.4,27.85,28.26,sea salt
404,32,7,8.01,-170.05,-7,-4.7,84,27.89,28.24,sea salt
405,32,8,8,-170.05,-5.9,-4.5,80.6,27.85,28.27,sea salt
406,32,9,8,-170.05,-5.5,-4.3,79.9,27.73,28.29,sea salt
407,32,10,8,-170.06,-5.3,-4.6,79.2,27.54,28.29,sea salt
408,32,11,8.01,-170.06,-5.1,-2.6,77.2,27.61,28.3,sea salt
409,32,12,8,-170.06,-3.7,-2.7,84.7,27.69,28.39,sea salt
410,32,13,8,-170.05,-4.6,-2.1,87.4,28,28.41,sea salt
411,32,14,8,-170.07,-6.7,-1.4,86.4,27.81,28.52,sea salt
412,33,1,4.98,-169.96,-7.9,-2.8,,27.83,28.47,sea salt
413,33,2,4.97,-169.98,-7.9,-3,,27.97,28.44,sea salt
414,33,3,4.97,-169.97,-8.9,-1.8,,27.47,28.39,sea salt
415,33,4,4.98,-169.97,-7.8,-2,,27.21,28.33,sea salt
416,33,5,4.98,-169.98,-7.6,-3.2,,27.72,28.34,sea salt
417,33,6,4.97,-169.98,-7.7,-1,,27.61,28.32,sea salt
418,33,7,4.97,-169.97,-8.4,-2.1,,27.81,28.36,sea salt
419,33,8,4.97,-169.98,-6.7,-2.6,,27.43,28.31,sea salt
420,33,9,4.97,-169.97,-6,-4.9,,27.85,28.27,sea salt
421,33,10,4.97,-169.96,-6.2,-4.5,,27.72,28.31,sea salt
422,33,11,4.97,-169.98,-5.7,-3.8,,27.71,28.33,sea salt
423,33,12,4.97,-169.98,-4.9,-3.5,,27.84,28.39,sea salt
424,33,13,4.97,-169.98,-4.2,-1.2,,27.61,28.53,sea salt
425,33,14,4.97,-169.98,-6.2,2.2,,26.86,28.5,sea salt
426,34,1,1.97,-170.02,-4.8,-3.5,94.9,27.85,28.36,sea salt
427,34,2,1.98,-170.02,-5.7,-3.1,96.9,28.05,28.29,sea salt
428,34,3,1.98,-170.01,-6.1,-0.4,95.7,27.97,28.22,sea salt
429,34,4,1.98,-170.01,-4.9,-0.6,98.6,27.78,28.2,sea salt
430,34,5,1.97,-170.01,-4.7,-0.3,99,27.85,28.19,sea salt
431,34,6,1.98,-170.01,-4.4,-0.9,97.4,27.89,28.19,sea salt
432,34,7,1.98,-170,-4.7,-3.1,96.9,28.01,28.04,sea salt
433,34,8,1.98,-170.01,-3.5,-1.3,96.5,27.66,28.21,sea salt
434,34,9,1.97,-170,-3.2,-0.9,99.4,26.99,28.34,sea salt
435,34,10,1.97,-170,-3.7,-4.4,94.9,27.66,28.38,sea salt
436,34,11,1.97,-170,-3.8,-3.4,94.9,27.74,28.43,sea salt
437,34,12,1.97,-170,-3.7,-3.2,94.9,27.97,28.56,sea salt
438,34,13,1.98,-170.01,-3.9,-1.8,92.5,28.2,28.58,sea salt
439,34,14,1.97,-170,-6.3,0.4,89.7,28.24,28.65,sea salt
440,35,1,-0.03,-170.02,-4.5,-2.6,90.4,27.72,27.7,sea salt
441,35,2,-0.03,-170.03,-4.9,-2.7,89.6,28.15,28.25,sea salt
442,35,3,-0.03,-170.02,-5,-1.9,88.3,28.23,28.38,sea salt
443,35,4,-0.03,-170.03,-5.6,-1.8,87.9,28.15,28.17,sea salt
444,35,5,-0.03,-170.02,-4.8,-0.5,88.7,28.07,28.1,sea salt
445,35,6,-0.03,-170.02,-4.4,-2.2,88.3,28.15,28.55,sea salt
446,35,7,-0.03,-170.02,-4.9,-2.3,86.2,28.34,28.8,sea salt
447,35,8,-0.03,-170.02,-3.5,-1.3,85.3,28.38,28.99,sea salt
448,35,9,-0.03,-170.02,-3,-0.6,82.8,28.58,29.24,sea salt
449,35,10,-0.03,-170.02,-3.2,-4.4,84.5,28.23,28.87,sea salt
450,35,11,-0.03,-170.02,-3.4,-3.2,85.7,28.19,28.74,sea salt
451,35,12,-0.03,-170.02,-3.9,-3.9,84.9,28.23,28.49,sea salt
452,35,13,-0.04,-170.03,-4.3,-2.6,85.3,28.11,28.2,sea salt
453,35,14,-0.03,-170.03,-6,-1.7,85.7,27.99,28.12,sea salt
454,36,1,-2.15,-170.02,-4.3,-2.3,87.1,28.97,29.59,sea salt
455,36,2,-2.16,-170.02,-4.3,-1.7,94.2,27.97,29.48,sea salt
456,36,3,-2.15,-170.02,-4.1,-2.1,91.1,28.65,29.51,sea salt
457,36,4,-2.15,-170.02,-4.2,-2.5,90.7,28.81,29.6,sea salt
458,36,5,-2.15,-170.02,-3.2,-1.1,89.9,28.69,29.6,sea salt
459,36,6,-2.15,-170.01,-4.7,-2,90.3,28.57,29.52,sea salt
460,36,7,-2.16,-170.01,-3.7,-4.6,87.1,29.13,29.43,sea salt
461,36,8,-2.16,-170.01,-0.6,-1.2,90.7,28.13,29.65,sea salt
462,36,9,-2.16,-170.01,-0.7,-0.1,87.1,28.49,29.96,sea salt
463,36,10,-2.16,-170.01,-2.8,-0.6,86.7,28.65,29.84,sea salt
464,36,11,-2.16,-170.01,-3,-1.3,89.9,28.37,29.7,sea salt
465,36,12,-2.16,-170.01,-4.5,-3.5,94.2,27.61,29.55,sea salt
466,36,13,-2.16,-170.01,-4,-4.1,86.3,28.49,29.43,sea salt
467,36,14,-2.16,-170.01,-7.1,-1,82.8,29.21,29.47,sea salt
468,37,1,-5.01,-169.99,,,83.3,28.56,29.54,sea salt
469,37,2,-5.01,-169.99,,,80.9,28.84,29.49,sea salt
470,37,3,-5.01,-169.99,,,79.7,29.11,29.9,sea salt
471,37,4,-5.01,-169.99,,,82.5,29.07,29.82,sea salt
472,37,5,-5.01,-169.98,,,83.3,28.95,29.66,sea salt
473,37,6,-5.01,-169.99,,,84.1,28.56,29.48,sea salt
474,37,7,-5.02,-169.98,,,85.3,28.49,29.38,sea salt
475,37,8,-5.01,-169.99,,,82.5,28.87,29.65,sea salt
476,37,9,-5.01,-169.99,,,81.3,28.29,29.68,sea salt
477,37,10,-5.01,-169.99,,,80.5,28.72,29.73,sea salt
478,37,11,-5.01,-169.99,,,80.9,29.15,29.64,sea salt
479,37,12,-5.01,-169.99,,,82.9,29.15,29.49,sea salt
480,37,13,-5.02,-169.99,,,81.7,28.95,29.5,sea salt
481,37,14,-5.01,-169.99,,,77.3,29.34,29.49,sea salt
482,38,1,-7.98,-170.03,,,,28.18,29.58,sea salt
483,38,2,-7.98,-170.03,,,,28.34,29.51,sea salt
484,38,3,-7.98,-170.03,-6.1,1.8,82.5,28.06,29.45,sea salt
485,38,4,-7.98,-170.03,,,,28.02,29.33,sea salt
486,38,5,-7.98,-170.03,,,,,,sea salt
487,38,6,-7.98,-170.03,-6.2,0,81.7,28.7,29.39,sea salt
488,38,7,-8,-170,,,,,,sea salt
489,38,8,-8,-170,-3.1,1.1,82.9,28.3,29.38,sea salt
490,38,9,-8,-170,-3.4,0.5,80,,,sea salt
491,38,10,-8,-170,-2.7,0,79.1,28.46,29.61,sea salt
492,38,11,-8,-170,,,,,,sea salt
493,38,12,-8,-170,,,,,,sea salt
494,38,13,-8,-170,,,,27.89,29.44,sea salt
495,39,1,7.97,-155.01,,,,,27.88,sea salt
496,39,2,7.97,-155,,,,,27.88,sea salt
497,39,3,7.97,-155.01,,,,,27.88,sea salt
498,39,4,7.98,-155,,,,,27.9,sea salt
499,39,5,7.97,-155,,,,,27.93,sea salt
500,39,6,7.98,-155.01,,,,,27.94,sea salt
501,39,7,7.97,-155,,,,,27.94,sea salt
502,39,8,7.97,-155,,,,,27.99,sea salt
503,39,9,7.97,-155,,,,,28.04,sea salt
504,39,10,7.98,-155,,,,,28.03,sea salt
505,39,11,7.97,-155.01,,,,,28.1,sea salt
506,39,12,7.97,-155,,,,,28.1,sea salt
507,39,13,7.98,-155.01,,,,,28.08,sea salt
508,39,14,7.98,-155,,,,,28.06,sea salt
509,40,1,4.98,-154.94,-6.2,-1.8,89.2,26.67,28.2,sea salt
510,40,2,4.97,-154.94,-7,-2.2,91.8,26.71,28.18,sea salt
511,40,3,4.98,-154.93,-6.9,-4.1,90.9,27.39,28.2,sea salt
512,40,4,4.98,-154.94,-6.9,-2.9,91.4,27.67,28.22,sea salt
513,40,5,4.98,-154.93,-6.8,-1.9,91.4,27.47,28.19,sea salt
514,40,6,4.98,-154.93,-5.8,-2.2,92.2,26.95,28.21,sea salt
515,40,7,4.98,-154.94,-3.1,-3,87.5,27.27,28.14,sea salt
516,40,8,4.98,-154.93,-3.3,-1.9,85,27.39,28.41,sea salt
517,40,9,4.98,-154.93,0.5,0.3,81.6,28.07,29.12,sea salt
518,40,10,4.99,-154.93,-1.6,0.5,85.4,27.51,29.3,sea salt
519,40,11,4.99,-154.93,-4.5,0.1,85,27.87,29.17,sea salt
520,40,12,4.97,-154.94,-6.2,-0.5,88.8,27.83,28.73,sea salt
521,40,13,4.99,-154.93,-8.1,-0.4,90.9,27.59,28.59,sea salt
522,40,14,4.98,-154.94,-5.9,-0.3,86.3,27.39,28.49,sea salt
523,41,1,1.99,-154.96,-0.9,0.1,,,28.19,sea salt
524,41,2,1.98,-154.95,-3.5,-1.8,,,28.27,sea salt
525,41,3,1.99,-154.97,-4.5,-1.4,,,28.11,sea salt
526,41,4,1.99,-154.96,-4.8,-0.5,,,27.88,sea salt
527,41,5,1.99,-154.96,-5.2,1.9,,,27.92,sea salt
528,41,6,1.99,-154.96,-4.5,1.4,,,27.84,sea salt
529,41,7,1.98,-154.96,-3.7,-1.6,,,27.95,sea salt
530,41,8,1.99,-154.96,-2.9,-1.5,,,28.11,sea salt
531,41,9,1.98,-154.96,-1.4,1.6,,,28.54,sea salt
532,41,10,1.98,-154.95,-3.5,1.6,,,28.37,sea salt
533,41,11,1.99,-154.95,-5.4,0.6,,,28.11,sea salt
534,41,12,1.99,-154.95,-6.2,1.2,,,27.9,sea salt
535,41,13,1.99,-154.95,-7.3,2.8,,,27.77,sea salt
536,41,14,1.99,-154.95,-4.2,1.8,,,27.66,sea salt
537,42,1,0,-154.96,0,-0.1,,25.94,27.12,sea salt
538,42,2,-0.01,-154.96,-1.8,-1.8,,26.74,27.48,sea salt
539,42,3,0,-154.95,-3.6,-2.8,,26.98,27.6,sea salt
540,42,4,0,-154.96,-4.3,-1.9,,26.94,27.58,sea salt
541,42,5,0,-154.96,-5.3,-0.9,,27.15,27.69,sea salt
542,42,6,0,-154.96,-3.8,-1.6,,27.15,27.76,sea salt
543,42,7,-0.01,-154.96,-3.4,-2.8,,27.02,28.04,sea salt
544,42,8,0,-154.96,-2.6,-2.7,,26.98,28.02,sea salt
545,42,9,0,-154.96,-2.5,0,,26.98,28.07,sea salt
546,42,10,0,-154.96,-4.1,-1.1,,26.7,27.98,sea salt
547,42,11,-0.01,-154.95,-4.9,-1.8,,26.46,27.57,sea salt
548,42,12,0,-154.95,-6,-1.4,,26.02,27.01,sea salt
549,42,13,0,-154.96,-6.3,-0.4,,25.82,26.57,sea salt
550,42,14,0,-154.96,-3.6,-0.6,,25.7,26.49,sea salt
551,43,1,-2,-154.98,-1.9,1.6,81.5,27.37,28.97,sea salt
552,43,2,-2,-154.98,-1.3,-0.7,83.3,28.17,29.07,sea salt
553,43,3,-1.99,-154.99,-2.2,-3.8,86.4,27.57,29.09,sea salt
554,43,4,-2,-154.98,-4,-4.8,78.4,28.69,29.42,sea salt
555,43,5,-2,-154.99,-5.9,-2.5,77.6,29.01,29.53,sea salt
556,43,6,-2,-155,-5.3,0.2,79.8,29.09,29.56,sea salt
557,43,7,-2,-154.99,-4.5,-1.3,81.1,28.69,29.58,sea salt
558,43,8,-2,-154.98,-4.8,-3.7,77.6,28.57,29.49,sea salt
559,43,9,-2.01,-154.99,-3.5,-2.7,76.7,28.49,29.55,sea salt
560,43,10,-2,-154.98,-3.7,-2.7,74.5,28.33,29.5,sea salt
561,43,11,-2,-154.99,-4.7,-3.7,75.8,28.13,29.51,sea salt
562,43,12,-2,-154.99,-6.3,-3.2,72.3,28.01,29.39,sea salt
563,43,13,-2.01,-154.99,-6.9,-1.5,74.5,28.53,29.3,sea salt
564,43,14,-2,-154.99,-4.1,-2.6,81.1,27.89,29.2,sea salt
565,44,1,-5,-154.99,3.1,1.2,83.4,28.08,29.44,sea salt
566,44,2,-4.99,-154.99,-2.7,0.4,86.4,27.97,29.23,sea salt
567,44,3,-4.99,-154.99,-4.4,-0.9,85.1,28.6,29.49,sea salt
568,44,4,-5,-154.99,-4.5,-2.7,88.5,27.85,29.37,sea salt
569,44,5,-5,-154.99,-5.4,-2,82.6,28.56,29.36,sea salt
570,44,6,-5,-154.99,-5.2,0.6,82.2,28.76,29.44,sea salt
571,44,7,-5,-154.99,-5,-1,85.1,28.24,29.42,sea salt
572,44,8,-5,-154.99,-5.2,-1.8,81.3,28.64,29.41,sea salt
573,44,9,-5,-154.99,-3.2,-0.5,77.5,28.4,29.53,sea salt
574,44,10,-5,-154.99,-3.5,-1.1,80.1,28.32,29.57,sea salt
575,44,11,-5.01,-154.99,-5.7,0.9,86,27.89,29.5,sea salt
576,44,12,-4.99,-154.99,-4.5,-2.7,86,27.77,29.38,sea salt
577,44,13,-5,-154.99,-5.8,-0.9,77.1,28.84,29.39,sea salt
578,44,14,-5,-154.99,-4.2,1.7,82.2,28.8,29.47,sea salt
579,45,1,-8.28,-154.97,2,-0.1,81.8,27.89,29.26,sea salt
580,45,2,-8.27,-154.97,-1.1,-1.2,82.1,28.24,29.1,sea salt
581,45,3,-8.28,-154.97,-2.8,-1.3,80.3,28.99,29.36,sea salt
582,45,4,-8.28,-154.97,-4.7,-0.5,81.4,29.07,29.45,sea salt
583,45,5,-8.28,-154.97,-5.4,-0.8,82.1,29.03,29.44,sea salt
584,45,6,-8.28,-154.97,-5.5,0,81.4,29.23,29.43,sea salt
585,45,7,-8.28,-154.97,-6.2,-2.2,81.8,29.31,29.41,sea salt
586,45,8,-8.28,-154.97,-6.2,-0.9,81.4,29.15,29.4,sea salt
587,45,9,-8.28,-154.96,-2.9,-1.9,82.1,28.44,29.39,sea salt
588,45,10,-8.28,-154.97,-4.2,-2.1,76.7,29.03,29.46,sea salt
589,45,11,-8.28,-154.97,-6.2,0.8,75.6,29.11,29.47,sea salt
590,45,12,-8.28,-154.96,-5.7,-1.6,77.8,29.03,29.48,sea salt
591,45,13,-8.27,-154.97,-5.4,-1.2,82.8,28.48,29.5,sea salt
592,45,14,-8.28,-154.97,-6.9,0.9,81.8,28.56,29.4,sea salt
593,46,1,2.41,137.41,-3,0.4,84,28.86,29.85,sea salt
594,46,2,2.42,137.41,-4.5,0,82,28.86,29.48,sea salt
595,46,3,2.41,137.41,-3.9,1,82.8,29.18,29.54,sea salt
596,46,4,2.41,137.41,-3.8,-0.6,82.4,29.18,29.65,sea salt
597,46,5,2.42,137.41,-2.2,-1.4,78.8,29.25,29.98,sea salt
598,46,6,2.41,137.41,-1.4,-1.9,78.8,29.14,30.03,sea salt
599,46,7,2.41,137.41,-3.2,-1.3,78.1,29.41,30.15,sea salt
600,46,8,2.42,137.42,-4.4,-1.6,79.6,29.53,30.03,sea salt
601,46,9,2.42,137.41,-3.6,-1.3,82.8,28.74,29.99,sea salt
602,46,10,2.42,137.41,-1.5,1.2,79.6,28.7,29.96,sea salt
603,46,11,2.42,137.41,-1.8,0.1,77.7,,,sea salt
604,46,12,2.42,137.41,-2.8,-2.2,86,27.78,30,sea salt
605,46,13,2.42,137.41,-4.3,0.6,80.4,28.9,29.69,sea salt
606,46,14,2.42,137.41,0,0.4,83.6,28.42,29.88,sea salt
607,47,1,4.97,147,-5.1,-0.4,80.1,29.04,29.34,sea salt
608,47,2,4.97,147,-4.2,-2.9,83.4,28.8,29.35,sea salt
609,47,3,4.97,146.99,-6.1,-3.2,80.9,29.12,29.29,sea salt
610,47,4,4.97,147,-4.2,-2.3,82.6,28.8,29.38,sea salt
611,47,5,4.97,147,-4.7,-0.5,85.1,27.99,29.35,sea salt
612,47,6,4.97,147,-3.1,-0.8,81.3,28.03,29.19,sea salt
613,47,7,4.97,147,-4,-2.2,83,28.52,29.38,sea salt
614,47,8,4.97,147,-4.8,-1.9,80.5,28.64,29.23,sea salt
615,47,9,4.97,147,-3.9,-0.7,79.7,28.64,29.33,sea salt
616,47,10,4.97,147.01,-4.9,-1.5,81.3,28.39,29.43,sea salt
617,47,11,4.97,147,-5.1,-4.1,84.3,28.72,29.3,sea salt
618,47,12,4.97,147,-5.5,-3.6,82.6,29.12,29.35,sea salt
619,47,13,4.97,147.01,-5.2,-1.6,83.9,28.64,29.44,sea salt
620,47,14,4.97,146.99,,,,28.8,29.4,sea salt
621,48,1,-0.01,146.99,-2.3,-0.3,80.5,29.16,29.75,sea salt
622,48,2,0.01,146.99,-3,-2.6,82.8,29.05,29.55,sea salt
623,48,3,0,146.99,-6,-0.4,87.5,28.48,29.52,sea salt
624,48,4,0,146.99,-3.2,-1.8,86.7,28.44,29.34,sea salt
625,48,5,0,146.99,-0.6,3.3,88.2,27,29.31,sea salt
626,48,6,0,147,0.5,-0.3,83.6,28.52,29.5,sea salt
627,48,7,0,147,0.1,-1.9,81.7,29.05,29.85,sea salt
628,48,8,0,146.99,-0.3,-0.5,81.7,28.9,30.03,sea salt
629,48,9,0,147,-2.7,0,80.1,29.32,30.34,sea salt
630,48,10,0,147,-2.5,-1.3,81.3,29.2,30.12,sea salt
631,48,11,0,147,-3,-3.8,84,29.05,29.92,sea salt
632,48,12,0,147,-4.6,-0.5,86.7,28.48,29.57,sea salt
633,48,13,0,147.01,-3,1.2,88.6,27.95,29.46,sea salt
634,49,1,8.08,156.01,-6.6,-3,84.5,28.53,28.98,sea salt
635,49,2,8.08,156.02,-5.5,-4.1,83.7,28.41,28.98,sea salt
636,49,3,8.09,156.02,-6.8,-3.4,81.8,28.41,28.92,sea salt
637,49,4,8.08,156.02,-5.1,-2.6,88,27.81,28.91,sea salt
638,49,5,8.08,156.02,-6.8,-3.2,87.3,27.81,28.85,sea salt
639,49,6,8.08,156.02,-5.1,-4.2,83.7,28.33,28.8,sea salt
640,49,7,8.08,156.02,-5.2,-3.4,82.6,28.09,28.81,sea salt
641,49,8,8.07,156.01,-5.2,-2,85.3,27.89,28.87,sea salt
642,49,9,8.09,156.02,-5.2,-2,85.7,28.41,29,sea salt
643,49,10,8.09,156.02,-4.8,-2.8,87.3,28.41,29.07,sea salt
644,49,11,8.07,156.02,-5.3,-3.8,86.9,28.41,29.03,sea salt
645,49,12,8.09,156.02,-7.5,-2.5,84.9,28.57,28.95,sea salt
646,49,13,8.09,156.01,-5.9,-2.5,87.3,28.29,28.94,sea salt
647,49,14,8.08,156.02,-5.5,-0.7,94.3,27.29,28.89,sea salt
648,50,1,4.98,156.06,-6.3,-3.5,83.7,28.89,29.04,sea salt
649,50,2,4.98,156.07,-5.4,-3.4,79.6,28.97,28.9,sea salt
650,50,3,4.98,156.07,-6.2,-2.7,82.5,28.78,28.98,sea salt
651,50,4,4.99,156.06,-4.2,-1.3,85.7,28.07,29.05,sea salt
652,50,5,4.99,156.06,-4.2,-3.3,86.1,27.99,29.15,sea salt
653,50,6,4.99,156.06,-4,-4.4,81.2,28.97,29.08,sea salt
654,50,7,4.99,156.06,-4.1,-3.5,78.4,28.85,29.04,sea salt
655,50,8,4.98,156.06,-4.7,-0.4,78.4,28.85,29.19,sea salt
656,50,9,4.99,156.06,-4.6,-2.5,78.8,29.01,29.13,sea salt
657,50,10,4.99,156.07,-5.1,-1.8,81.2,28.89,29.23,sea salt
658,50,11,4.99,156.07,-5.5,-4.2,80.8,29.17,29.14,sea salt
659,50,12,4.99,156.07,-7.2,-1.7,81.2,29.01,29.1,sea salt
660,50,13,4.99,156.07,-6.5,-1.8,82.5,28.97,29.08,sea salt
661,50,14,4.99,156.08,-3.5,-0.6,85.7,28.23,29.03,sea salt
662,51,1,2.08,156.21,-4.5,-3.2,83,28.57,29.33,sea salt
663,51,2,2.08,156.21,-5.2,-3.5,81.8,28.76,29.04,sea salt
664,51,3,2.08,156.2,-5.4,-2.2,84.6,27.93,29.05,sea salt
665,51,4,2.08,156.21,-4.3,0.3,83.8,28.05,28.87,sea salt
666,51,5,2.08,156.21,-3,-2,83,28.37,29.06,sea salt
667,51,6,2.09,156.21,-2.3,-3.1,82.2,28.41,29.13,sea salt
668,51,7,2.09,156.22,-3.4,-3.8,80.2,28.6,28.98,sea salt
669,51,8,2.08,156.2,-4.1,-1.2,80.6,28.41,29.05,sea salt
670,51,9,2.08,156.21,-3.6,0,85.4,27.26,29.09,sea salt
671,51,10,2.09,156.21,-3.5,-2.5,82.2,28.25,28.94,sea salt
672,51,11,2.08,156.2,-5.4,-5.1,83,28.64,28.96,sea salt
673,51,12,2.08,156.21,-6.3,-2.9,82.6,28.64,28.97,sea salt
674,51,13,2.08,156.2,-7,-1.4,82.2,28.72,28.96,sea salt
675,51,14,2.07,156.2,-4.7,-0.5,80.2,28.64,28.97,sea salt
676,52,1,0.06,156.16,-3,-2.8,86.7,28.26,29.23,sea salt
677,52,2,0.06,156.17,-4.4,-1.9,87.8,27.94,29.34,sea salt
678,52,3,0.06,156.16,-3.5,-1.2,86.7,27.98,29.48,sea salt
679,52,4,0.06,156.16,-3.5,-0.8,86.3,28.22,29.5,sea salt
680,52,5,0.06,156.16,-3,-2.2,83.9,28.42,29.52,sea salt
681,52,6,0.06,156.17,-0.6,-3.3,83.9,28.26,29.66,sea salt
682,52,7,0.06,156.16,-2.4,-2.8,89.4,27.27,29.43,sea salt
683,52,8,0.06,156.16,-2.8,1,88.6,27.35,29.38,sea salt
684,52,9,0.06,156.16,0.2,-0.8,85.1,27.78,29.55,sea salt
685,52,10,0.06,156.17,-3.1,-3.3,83.9,28.26,29.47,sea salt
686,52,11,0.06,156.16,-5.3,-5,87.1,28.45,29.16,sea salt
687,52,12,0.06,156.17,-6.1,-1.3,87.1,28.26,28.97,sea salt
688,52,13,0.06,156.17,-6.7,-1.4,86.3,28.26,28.83,sea salt
689,52,14,0.06,156.16,-3.9,-1.6,85.9,28.18,28.89,sea salt
690,53,1,-1.98,155.94,-2.3,-2.6,78.3,28.68,29.75,sea salt
691,53,2,-1.99,155.94,-3,-0.2,78.3,28.4,29.95,sea salt
692,53,3,-1.99,155.94,-3.6,0.1,76.7,28.96,30.1,sea salt
693,53,4,-1.99,155.93,-3.6,-0.1,76.3,29.08,30.15,sea salt
694,53,5,-1.99,155.94,-2.2,-2,78.8,28.84,29.98,sea salt
695,53,6,-1.99,155.94,-0.4,-2.7,77.1,28.76,30.05,sea salt
696,53,7,-1.99,155.94,0.9,-1.7,82.9,27.65,29.94,sea salt
697,53,8,-1.99,155.94,1.8,2.1,82.9,27.65,29.7,sea salt
698,53,9,-1.99,155.94,-1.1,-1.2,81.3,28.16,29.67,sea salt
699,53,10,-1.99,155.94,-1.3,-1.8,88.3,30.04,29.6,sea salt
700,53,11,-1.99,155.94,-4.8,-4.7,,,29.59,sea salt
701,53,12,-1.99,155.94,-5,-1.4,,,29.58,sea salt
702,53,13,-1.99,155.94,-6.2,1.1,,,29.54,sea salt
703,53,14,-2,155.94,-1.6,0,,,29.3,sea salt
704,54,1,7.98,165.06,-5.8,-3.4,84.5,28.35,28.72,sea salt
705,54,2,7.98,165.07,-5.8,-4.3,83.7,28.44,28.71,sea salt
706,54,3,7.99,165.06,-7,-2.4,87.7,28.18,28.7,sea salt
707,54,4,7.98,165.07,-7.2,-3.9,87.7,28.42,28.74,sea salt
708,54,5,7.99,165.06,-5.8,-4.5,81.4,28.5,28.7,sea salt
709,54,6,7.99,165.06,-4.4,-4.2,79.8,28.33,28.76,sea salt
710,54,7,7.98,165.07,-4.9,-2.5,84.5,28.32,28.75,sea salt
711,54,8,7.99,165.07,-4.1,1.2,92.4,27.67,28.77,sea salt
712,54,9,7.98,165.06,-1.5,0.1,92.4,26.97,28.77,sea salt
713,54,10,7.98,165.07,-6.1,-4.1,85.3,28.46,28.77,sea salt
714,54,11,7.98,165.06,-5.8,-3.8,81.4,28.45,28.77,sea salt
715,54,12,7.98,165.06,-6.8,-2.4,88.9,28.17,28.77,sea salt
716,54,13,7.98,165.08,-6.7,-4.2,90,28.28,28.77,sea salt
717,54,14,7.98,165.06,-6.2,-4.9,88.9,28.4,28.77,sea salt
